employee_id,age,gender,education,department,job_level,experience_years,salary,training_hours,projects_completed,monthly_working_hours,overtime_hours,leaves_taken,manager_rating,peer_review_score,attendance_rate,years_at_company,promotion_last_5_years,attrition_risk,performance_score,performance_category,salary_per_exp,projects_per_year,training_efficiency,overtime_ratio,engagement_score,is_senior
EMP0752,27,Female,Bachelor's,Sales,Mid,1,50779.0,91,2,157,16,4,4,6.7,90.0,0,1,Medium,66.63,Medium,25389.5,2.0,30.33,0.1013,0.834,0
EMP0753,25,Female,PhD,Operations,Junior,1,26131.46,89,10,201,15,17,2,7.4,82.7,0,1,Medium,65.16,Medium,13065.73,10.0,8.09,0.0743,0.8198,0
EMP0754,57,Male,PhD,Support,Mid,21,90496.0,60,7,158,31,0,5,7.7,93.5,18,0,Medium,69.11,Medium,4113.45,0.37,7.5,0.195,0.785,0
EMP0755,43,Female,Bachelor's,Sales,Junior,18,51466.0,68,2,143,16,11,3,5.7,76.8,14,0,Medium,59.46,Medium,2708.74,0.13,22.67,0.1111,0.6822,0
EMP0756,38,Male,Master's,Finance,Lead,6,100788.0,16,5,157,37,8,1,8.8,100.0,6,0,High,42.73,Low,14398.29,0.71,2.67,0.2342,0.712,1
EMP0757,50,Male,Bachelor's,Finance,Junior,11,38760.0,88,9,146,7,6,1,8.5,96.3,8,0,Medium,68.84,Medium,3230.0,1.0,8.8,0.0476,0.9042,0
EMP0758,36,Female,Diploma,Engineering,Mid,10,65365.0,34,18,189,6,18,3,7.5,95.1,8,1,Medium,68.22,Medium,5942.27,2.0,1.79,0.0316,0.7074,0
EMP0759,26,Female,Diploma,HR,Mid,4,73907.0,33,8,217,28,13,5,5.2,76.1,0,0,Medium,59.89,Medium,14781.4,8.0,3.67,0.1284,0.5594,0
EMP0760,49,Female,Diploma,Finance,Junior,13,67350.0,73,17,153,30,2,5,5.0,83.7,9,1,Low,77.95,High,4810.71,1.7,4.06,0.1948,0.7038,0
EMP0761,28,Male,Bachelor's,Support,Junior,4,26513.0,94,14,198,27,2,5,6.0,100.0,0,0,Low,80.35,High,5302.6,14.0,6.27,0.1357,0.862,0
EMP0762,43,Male,Bachelor's,Operations,Senior,18,98764.0,54,16,169,12,2,4,6.6,100.0,17,1,Low,82.11,High,5198.11,0.89,3.18,0.0706,0.76,1
EMP0763,58,Male,Bachelor's,Engineering,Junior,18,48325.0,55,17,145,0,6,4,3.8,99.6,16,1,Medium,72.73,Medium,2543.42,1.0,3.06,0.0,0.6774,0
EMP0764,57,Female,Bachelor's,Sales,Mid,26,94106.0,59,14,195,12,1,3,7.2,98.3,26,1,Medium,71.27,Medium,3485.41,0.52,3.93,0.0612,0.7862,0
EMP0765,35,Female,Bachelor's,HR,Mid,9,68092.0,36,14,156,18,5,1,8.4,94.2,5,0,Medium,63.05,Medium,6809.2,2.33,2.4,0.1146,0.7368,0
EMP0766,51,Female,Bachelor's,Sales,Junior,17,50307.0,63,3,181,16,15,5,7.4,83.2,16,0,Medium,65.44,Medium,2794.83,0.18,15.75,0.0879,0.7438,0
EMP0767,45,Female,Diploma,HR,Junior,15,53580.0,96,14,180,36,17,4,5.5,98.0,12,0,Medium,66.69,Medium,3348.75,1.08,6.4,0.1989,0.845,0
EMP0768,40,Male,Bachelor's,Engineering,Senior,14,92980.0,44,1,187,34,15,4,5.3,81.2,12,0,High,49.24,Low,6198.67,0.08,22.0,0.1809,0.6158,1
EMP0769,27,Male,Bachelor's,Engineering,Manager,3,146513.0,79,15,150,31,9,4,6.9,80.3,0,0,Medium,73.64,Medium,36628.25,15.0,4.94,0.2053,0.7652,1
EMP0770,36,Male,PhD,Engineering,Junior,10,51375.0,79,13,160,0,13,4,6.3,79.8,6,0,Medium,71.34,Medium,4670.45,1.86,5.64,0.0,0.7452,0
EMP0771,46,Male,Master's,Marketing,Manager,19,158069.88999999998,86,15,198,5,18,3,7.2,97.8,16,1,Low,78.76,High,7903.49,0.88,5.38,0.0251,0.8652,1
EMP0772,59,Male,Master's,Operations,Mid,22,60064.0,75,13,214,17,1,4,7.4,89.5,19,1,Low,76.56,High,2611.48,0.65,5.36,0.0791,0.805,0
EMP0773,22,Male,Master's,Sales,Senior,1,80665.0,92,8,140,24,18,4,8.1,90.8,1,0,Low,79.66,High,40332.5,4.0,10.22,0.1702,0.8822,1
EMP0774,49,Male,PhD,Support,Senior,24,125465.0,74,8,173,27,14,5,4.8,89.9,20,0,Medium,71.57,Medium,5018.6,0.38,8.22,0.1552,0.7256,1
EMP0775,54,Female,Master's,Sales,Senior,16,109809.0,97,12,210,11,7,1,6.8,81.0,16,1,Medium,62.64,Medium,6459.35,0.71,7.46,0.0521,0.819,1
EMP0776,58,Male,Master's,Engineering,Lead,15,103223.0,74,9,162,4,8,3,6.0,84.6,13,1,Medium,70.62,Medium,6451.44,0.64,7.4,0.0245,0.7404,1
EMP0777,38,Male,Master's,Marketing,Mid,9,63292.0,85,7,175,13,8,4,6.4,85.0,8,0,Medium,71.92,Medium,6329.2,0.78,10.62,0.0739,0.787,0
EMP0778,26,Male,Bachelor's,Operations,Mid,2,47787.0,90,10,212,31,3,5,7.8,78.8,1,0,Medium,74.29,High,15929.0,5.0,8.18,0.1455,0.8192,0
EMP0779,32,Male,Bachelor's,Engineering,Mid,7,77088.0,98,11,217,39,4,5,8.0,86.0,3,1,Medium,73.67,Medium,9636.0,2.75,8.17,0.1789,0.878,0
EMP0780,54,Female,Bachelor's,Engineering,Junior,23,64554.0,63,5,192,37,5,4,8.6,81.3,22,0,Medium,61.64,Medium,2689.75,0.22,10.5,0.1917,0.7722,0
EMP0781,55,Male,Bachelor's,Operations,Senior,15,91857.0,73,13,195,23,0,3,7.1,94.6,13,0,Medium,68.22,Medium,5741.06,0.93,5.21,0.1173,0.8104,1
EMP0782,46,Male,Master's,Finance,Junior,15,53273.0,97,6,189,3,10,3,6.3,95.3,14,1,Medium,70.72,Medium,3329.56,0.4,13.86,0.0158,0.8612,0
EMP0783,26,Male,Bachelor's,Marketing,Junior,1,26131.46,44,6,162,38,9,4,6.1,79.7,0,0,High,49.35,Low,13065.73,6.0,6.29,0.2331,0.6338,0
EMP0784,26,Female,Bachelor's,Operations,Junior,1,27520.0,20,8,210,6,6,3,3.9,87.6,0,0,Medium,52.78,Medium,13760.0,8.0,2.22,0.0284,0.5274,0
EMP0785,40,Female,Bachelor's,Operations,Junior,14,52091.0,89,2,142,10,3,4,8.5,100.0,12,0,Medium,74.44,High,3472.73,0.15,29.67,0.0699,0.922,0
EMP0786,44,Male,PhD,Marketing,Senior,10,98765.0,66,12,144,38,19,5,6.0,82.2,10,0,Medium,70.37,Medium,8978.64,1.09,5.08,0.2621,0.7068,1
EMP0787,23,Male,Bachelor's,HR,Senior,0,64469.0,48,14,188,20,13,3,7.3,93.4,0,0,Medium,71.19,Medium,64469.0,14.0,3.2,0.1058,0.7366,1
EMP0788,48,Male,Master's,Engineering,Mid,16,71150.0,74,19,207,7,9,3,7.5,90.8,15,1,Low,77.78,High,4185.29,1.19,3.7,0.0337,0.8102,0
EMP0789,42,Male,PhD,Marketing,Junior,16,62277.0,12,6,205,20,14,1,4.6,98.7,14,0,High,37.58,Low,3663.35,0.4,1.71,0.0971,0.5688,0
EMP0790,22,Female,Bachelor's,Finance,Mid,0,43388.0,52,11,194,3,7,3,5.1,92.4,0,0,Medium,58.91,Medium,43388.0,11.0,4.33,0.0154,0.6786,0
EMP0791,25,Female,Master's,Sales,Mid,1,58033.0,33,10,170,12,4,4,8.8,86.5,1,1,Medium,72.09,Medium,29016.5,5.0,3.0,0.0702,0.709,0
EMP0792,39,Female,Bachelor's,Support,Senior,7,88927.0,35,14,168,38,13,3,6.9,90.5,5,1,Medium,56.02,Medium,11115.88,2.33,2.33,0.2249,0.674,1
EMP0793,49,Male,Bachelor's,Support,Mid,11,81915.0,97,12,174,11,15,3,5.6,90.7,10,0,Medium,73.21,Medium,6826.25,1.09,7.46,0.0629,0.8218,0
EMP0794,53,Male,Master's,Sales,Mid,20,77158.0,59,16,160,35,13,2,6.3,89.3,20,1,Medium,62.29,Medium,3674.19,0.76,3.47,0.2174,0.7232,0
EMP0795,38,Male,Diploma,Marketing,Mid,12,68027.0,22,17,173,21,11,2,8.1,79.4,9,0,Medium,54.28,Medium,5232.85,1.7,1.22,0.1207,0.6266,0
EMP0796,33,Male,Bachelor's,Sales,Manager,7,145239.0,42,3,148,26,0,4,7.9,99.9,4,0,Medium,64.5,Medium,18154.88,0.6,10.5,0.1745,0.7626,1
EMP0797,58,Female,Master's,HR,Senior,22,95789.0,31,7,165,28,12,4,4.3,98.5,18,0,Medium,60.15,Medium,4164.74,0.37,3.88,0.1687,0.616,1
EMP0798,39,Male,Bachelor's,Engineering,Mid,12,67632.0,91,13,215,22,12,4,9.0,81.6,10,1,Low,81.2,High,5202.46,1.18,6.5,0.1019,0.8694,0
EMP0799,33,Male,Master's,Marketing,Mid,8,60954.0,36,11,196,1,8,4,7.9,87.6,7,0,Medium,66.05,Medium,6772.67,1.38,3.0,0.0051,0.6954,0
EMP0800,38,Female,Master's,HR,Junior,12,48288.0,42,10,151,36,4,3,6.3,88.2,8,0,Medium,53.07,Medium,3714.46,1.11,3.82,0.2368,0.6678,0
EMP0801,22,Male,Master's,Finance,Manager,0,136787.0,40,4,162,19,19,4,4.7,80.7,0,0,Medium,51.91,Medium,136787.0,4.0,8.0,0.1166,0.5838,1
EMP0802,33,Male,Master's,Finance,Mid,7,67833.0,25,11,160,26,7,2,8.1,75.1,4,0,Medium,54.54,Medium,8479.12,2.2,2.08,0.1615,0.6184,0
EMP0803,41,Male,Bachelor's,Sales,Junior,16,48210.0,80,15,162,22,5,5,7.2,84.6,12,1,Low,81.08,High,2835.88,1.15,5.0,0.135,0.7944,0
EMP0804,56,Male,Master's,Operations,Manager,19,153893.0,61,1,195,26,14,2,4.3,87.1,19,0,High,36.97,Low,7694.65,0.05,30.5,0.1327,0.6604,1
EMP0805,50,Male,Master's,Finance,Senior,11,105123.0,49,12,211,14,9,4,6.2,78.5,7,1,Medium,66.12,Medium,8760.25,1.5,3.77,0.066,0.647,1
EMP0806,51,Male,Master's,Operations,Junior,12,42749.0,45,18,196,33,11,1,9.801,91.4,11,0,Medium,63.11,Medium,3288.38,1.5,2.37,0.1675,0.7946,0
EMP0807,42,Male,Bachelor's,HR,Junior,12,50561.0,70,11,179,8,12,4,6.5,99.3,10,1,Low,75.09,High,3889.31,1.0,5.83,0.0444,0.8022,0
EMP0808,26,Male,Bachelor's,Support,Junior,1,34654.0,18,19,152,26,7,3,5.4,96.7,0,1,Medium,61.19,Medium,17327.0,19.0,0.9,0.1699,0.6028,0
EMP0809,36,Male,Bachelor's,Marketing,Mid,10,66495.0,93,7,151,23,3,5,5.0,89.0,10,1,Medium,70.71,Medium,6045.0,0.64,11.62,0.1513,0.785,0
EMP0810,59,Female,Bachelor's,Operations,Junior,26,53154.0,60,1,205,20,3,1,9.2,75.3,23,1,High,46.27,Low,1968.67,0.04,30.0,0.0971,0.7572,0
EMP0811,23,Male,Bachelor's,Sales,Manager,0,141286.0,30,13,194,0,18,5,7.8,95.7,0,1,Low,79.15,High,141286.0,13.0,2.14,0.0,0.7068,1
EMP0812,55,Female,Bachelor's,Sales,Manager,25,153805.0,58,5,180,15,10,4,8.6,91.2,23,0,Medium,69.74,Medium,5915.58,0.21,9.67,0.0829,0.7968,1
EMP0813,48,Female,Master's,HR,Mid,13,78808.0,86,1,186,1,8,3,6.9,93.4,11,1,Medium,68.06,Medium,5629.14,0.08,43.0,0.0053,0.8386,0
EMP0814,32,Male,Bachelor's,HR,Senior,6,82228.0,25,4,207,20,6,3,8.4,100.0,3,0,Medium,60.64,Medium,11746.86,1.0,5.0,0.0962,0.727,1
EMP0815,51,Female,PhD,Operations,Junior,12,44395.0,57,18,205,27,14,3,5.2,83.4,8,0,Medium,63.47,Medium,3415.0,2.0,3.0,0.1311,0.6606,0
EMP0816,53,Male,Master's,Marketing,Junior,22,71104.0,63,15,146,20,18,5,6.7,71.69500000000001,20,1,Low,77.43,High,3091.48,0.71,3.94,0.1361,0.6768,0
EMP0817,23,Male,Master's,Support,Senior,0,87951.0,82,6,171,30,15,5,6.9,81.6,0,0,Medium,69.22,Medium,87951.0,6.0,11.71,0.1744,0.7794,1
EMP0818,26,Male,Bachelor's,Marketing,Junior,2,39069.0,61,12,143,14,10,3,8.6,93.9,1,0,Medium,66.6,Medium,13023.0,6.0,4.69,0.0972,0.8166,0
EMP0819,47,Male,Bachelor's,HR,Junior,21,66289.0,76,7,170,12,9,3,7.0,90.2,19,0,Medium,67.61,Medium,3013.14,0.35,9.5,0.0702,0.7988,0
EMP0820,59,Male,Master's,Support,Mid,21,77891.0,79,4,190,17,17,3,5.6,80.3,21,0,Medium,59.22,Medium,3540.5,0.18,15.8,0.089,0.7262,0
EMP0821,22,Male,Diploma,HR,Junior,0,34933.0,90,19,156,9,17,2,6.6,78.6,0,0,Medium,71.98,Medium,34933.0,19.0,4.5,0.0573,0.7824,0
EMP0822,47,Female,Bachelor's,Finance,Mid,18,71307.0,42,16,152,32,7,4,4.0,87.2,17,0,Medium,57.59,Medium,3753.0,0.89,2.47,0.2092,0.5948,0
EMP0823,27,Male,Master's,Support,Senior,4,92032.0,73,7,179,32,19,3,3.0,80.0,0,1,Medium,56.57,Medium,18406.4,7.0,9.12,0.1778,0.629,1
EMP0824,46,Female,Master's,Support,Lead,10,106452.0,32,7,181,16,16,3,7.7,94.2,8,0,Medium,62.71,Medium,9677.45,0.78,4.0,0.0879,0.7038,1
EMP0825,45,Female,Master's,HR,Senior,12,106281.0,85,16,197,31,16,5,5.9,86.7,8,1,Low,75.94,High,8175.46,1.78,5.0,0.1566,0.7788,1
EMP0826,25,Female,Bachelor's,Marketing,Lead,0,97473.0,95,9,141,1,1,4,6.1,85.0,0,0,Medium,72.89,Medium,97473.0,9.0,9.5,0.007,0.808,1
EMP0827,47,Male,Master's,Sales,Mid,12,69564.0,36,8,159,6,2,4,7.7,83.9,10,0,Medium,71.12,Medium,5351.08,0.73,4.0,0.0375,0.6746,0
EMP0828,56,Female,Bachelor's,HR,Lead,26,137269.0,60,8,202,11,5,1,8.6,92.1,22,1,Medium,54.96,Medium,5084.04,0.35,6.67,0.0542,0.8064,1
EMP0829,54,Female,Diploma,Support,Mid,27,87590.0,84,9,194,15,15,5,7.3,90.3,24,0,Low,85.53,High,3128.21,0.36,8.4,0.0769,0.8322,0
EMP0830,23,Female,Bachelor's,HR,Junior,1,33816.0,12,10,211,9,1,4,9.4,91.6,0,0,Medium,67.75,Medium,16908.0,10.0,1.09,0.0425,0.6844,0
EMP0831,31,Male,Bachelor's,Marketing,Manager,4,134559.0,73,1,205,20,1,4,7.3,91.4,3,0,Medium,70.17,Medium,26911.8,0.25,36.5,0.0971,0.8036,1
EMP0832,31,Female,Diploma,Engineering,Junior,7,50550.0,83,10,207,31,0,1,7.0,89.4,4,0,Medium,54.06,Medium,6318.75,2.0,7.55,0.149,0.8166,0
EMP0833,39,Female,Bachelor's,Marketing,Junior,7,38097.0,88,9,180,18,3,5,6.9,81.7,7,1,Low,81.25,High,4762.12,1.12,8.8,0.0994,0.7978,0
EMP0834,27,Male,Bachelor's,Sales,Junior,2,36390.0,27,6,216,17,18,4,4.6,84.2,2,1,Medium,53.93,Medium,12130.0,2.0,3.86,0.0783,0.5558,0
EMP0835,54,Male,Bachelor's,Support,Mid,27,87482.0,78,7,173,2,14,5,7.9,86.8,27,1,Low,80.33,High,3124.36,0.25,9.75,0.0115,0.8182,0
EMP0836,51,Male,Bachelor's,HR,Mid,11,75116.0,80,9,212,11,14,4,3.0,100.0,8,1,Medium,69.01,Medium,6259.67,1.0,8.0,0.0516,0.73,0
EMP0837,52,Female,Bachelor's,Engineering,Mid,11,67401.0,10,7,171,32,5,4,5.6,79.2,9,0,Medium,53.82,Medium,5616.75,0.7,1.25,0.186,0.5148,0
EMP0838,29,Male,Bachelor's,Engineering,Lead,4,119266.0,73,18,175,32,12,4,6.5,86.6,4,1,Low,75.74,High,23853.2,3.6,3.84,0.1818,0.7604,1
EMP0839,22,Male,Master's,Operations,Junior,0,33747.0,66,11,194,4,15,5,5.3,90.8,0,1,Medium,74.91,High,33747.0,11.0,5.5,0.0205,0.7202,0
EMP0840,56,Female,Master's,Support,Mid,27,85498.0,97,10,171,0,10,3,5.8,87.6,24,0,Medium,72.04,Medium,3053.5,0.4,8.82,0.0,0.8154,0
EMP0841,32,Male,Bachelor's,Operations,Mid,3,57231.0,13,5,151,33,17,3,9.3,98.6,0,1,Medium,59.59,Medium,14307.75,5.0,2.17,0.2171,0.7124,0
EMP0842,46,Male,Master's,Engineering,Lead,11,102666.0,96,18,211,6,11,4,8.2,87.5,11,0,Low,83.81,High,8555.5,1.5,5.05,0.0283,0.884,1
EMP0843,56,Female,Bachelor's,Engineering,Junior,22,53106.0,61,1,176,22,6,4,5.5,88.1,18,0,Medium,60.33,Medium,2308.96,0.05,30.5,0.1243,0.7004,0
EMP0844,23,Female,Diploma,Sales,Junior,0,30754.0,34,11,214,33,12,4,5.8,96.5,0,0,Medium,60.52,Medium,30754.0,11.0,2.83,0.1535,0.662,0
EMP0845,22,Female,Bachelor's,Operations,Mid,0,64086.0,44,4,171,31,18,4,4.6,100.0,0,0,Medium,56.67,Medium,64086.0,4.0,8.8,0.1802,0.67,0
EMP0846,22,Female,Master's,Operations,Senior,0,79734.0,78,15,217,22,16,4,7.6,100.0,0,1,Low,77.9,High,79734.0,15.0,4.88,0.1009,0.862,1
EMP0847,27,Male,Bachelor's,Operations,Senior,4,80922.0,98,8,188,15,9,4,6.1,88.9,3,0,Medium,70.27,Medium,16184.4,2.0,10.89,0.0794,0.8326,1
EMP0848,23,Female,Master's,Engineering,Mid,1,66012.0,38,6,201,30,11,3,3.6,89.6,0,0,High,47.56,Low,33006.0,6.0,5.43,0.1485,0.5804,0
EMP0849,53,Female,Bachelor's,Sales,Senior,21,117609.0,98,2,200,27,19,5,6.7,90.4,21,1,Medium,71.84,Medium,5345.86,0.09,32.67,0.1343,0.8566,1
EMP0850,45,Male,Master's,Support,Mid,18,86643.0,66,16,156,33,14,2,7.2,91.2,16,1,Medium,61.42,Medium,4560.16,0.94,3.88,0.2102,0.7788,0
EMP0851,59,Male,Bachelor's,Support,Junior,21,53375.0,27,8,205,20,10,4,7.9,83.2,18,1,Medium,68.05,Medium,2426.14,0.42,3.0,0.0971,0.6508,0
EMP0852,52,Male,Diploma,Operations,Junior,14,47838.0,63,6,215,37,5,5,6.4,97.5,13,1,Medium,70.15,Medium,3189.2,0.43,9.0,0.1713,0.771,0
EMP0853,58,Male,Master's,Engineering,Junior,26,80709.0,82,17,192,30,18,3,5.9,91.7,24,0,Medium,68.97,Medium,2989.22,0.68,4.56,0.1554,0.7898,0
EMP0854,31,Male,Master's,Engineering,Mid,2,59329.0,14,1,215,2,19,3,9.5,89.6,0,0,Medium,57.5,Medium,19776.33,1.0,7.0,0.0093,0.6854,0
EMP0855,32,Male,PhD,Engineering,Mid,8,62458.0,17,9,207,11,1,3,6.5,79.8,7,1,Medium,54.05,Medium,6939.78,1.12,1.7,0.0529,0.5652,0
EMP0856,54,Female,Diploma,Finance,Mid,25,90746.0,10,4,193,31,0,4,7.6,90.5,24,0,Medium,61.45,Medium,3490.23,0.16,2.0,0.1598,0.62,0
EMP0857,31,Male,Bachelor's,Operations,Mid,9,73858.0,61,3,178,4,2,4,5.7,74.9,9,0,Medium,60.01,Medium,7385.8,0.3,15.25,0.0223,0.6536,0
EMP0858,24,Female,Bachelor's,Finance,Mid,2,52828.0,15,1,208,28,7,2,7.5,85.3,0,1,High,44.14,Low,17609.33,1.0,7.5,0.134,0.6112,0
EMP0859,47,Female,Bachelor's,Sales,Senior,16,100955.0,93,4,154,13,3,5,4.3,85.5,15,0,Medium,71.21,Medium,5938.53,0.25,18.6,0.0839,0.75,1
EMP0860,52,Female,Bachelor's,Operations,Senior,21,112612.0,21,18,184,8,17,3,5.8,92.3,17,1,Medium,64.16,Medium,5118.73,1.0,1.11,0.0432,0.6062,1
EMP0861,58,Female,Master's,Engineering,Mid,19,68517.0,16,9,205,21,18,4,4.7,100.0,18,0,Medium,55.29,Medium,3425.85,0.47,1.6,0.1019,0.589,0
EMP0862,57,Male,Diploma,Operations,Mid,22,81498.0,33,19,215,37,3,4,5.6,94.6,19,1,Medium,62.99,Medium,3543.39,0.95,1.65,0.1713,0.6454,0
EMP0863,26,Female,Diploma,Support,Mid,1,47284.0,78,6,161,35,16,1,8.4,100.0,1,0,Medium,52.61,Medium,23642.0,3.0,11.14,0.216,0.886,0
EMP0864,51,Male,Master's,Operations,Mid,26,78331.0,91,15,147,16,2,2,5.6,95.2,25,0,Medium,64.25,Medium,2901.15,0.58,5.69,0.1081,0.8218,0
EMP0865,54,Female,Master's,Support,Mid,25,80495.0,32,2,166,0,15,5,7.6,99.0,25,1,Low,75.33,High,3095.96,0.08,10.67,0.0,0.72,0
EMP0866,48,Male,PhD,Finance,Mid,12,73216.0,56,3,209,35,7,4,8.8,100.0,10,0,Medium,64.47,Medium,5632.0,0.27,14.0,0.1667,0.832,0
EMP0867,53,Male,Diploma,HR,Senior,20,101423.0,79,1,181,35,0,1,6.5,84.1,20,0,High,42.89,Low,4829.67,0.05,39.5,0.1923,0.7684,1
EMP0868,53,Female,Bachelor's,Marketing,Senior,22,101212.0,81,18,144,24,8,4,8.0,83.6,22,1,Low,78.51,High,4400.52,0.78,4.26,0.1655,0.8174,1
EMP0869,38,Male,Master's,Support,Junior,6,42612.0,23,13,149,25,16,4,7.3,95.4,4,1,Medium,67.86,Medium,6087.43,2.6,1.64,0.1667,0.6696,0
EMP0870,23,Female,PhD,Finance,Mid,0,45824.0,85,15,167,21,18,2,6.7,90.0,0,1,Medium,64.62,Medium,45824.0,15.0,5.31,0.125,0.816,0
EMP0871,39,Male,Bachelor's,Sales,Lead,7,111830.0,88,18,167,0,2,4,7.6,91.8,6,1,Low,88.38,High,13978.75,2.57,4.63,0.0,0.8592,1
EMP0872,29,Male,Bachelor's,Support,Junior,1,45251.0,76,7,150,6,16,4,9.3,88.0,0,0,Medium,73.14,Medium,22625.5,7.0,9.5,0.0397,0.859,0
EMP0873,26,Female,Diploma,Engineering,Lead,3,102966.0,57,14,179,5,5,3,5.5,85.2,1,0,Medium,70.09,Medium,25741.5,7.0,3.8,0.0278,0.6768,1
EMP0874,26,Female,Diploma,Finance,Junior,1,34578.0,45,10,178,36,9,5,5.1,100.0,0,0,Medium,65.42,Medium,17289.0,10.0,4.09,0.2011,0.688,0
EMP0875,48,Male,Diploma,Sales,Mid,18,79587.0,90,11,155,1,2,3,5.0,81.2,16,0,Medium,68.54,Medium,4188.79,0.65,7.5,0.0064,0.7448,0
EMP0876,41,Male,Master's,Finance,Mid,10,50772.0,87,13,158,22,19,3,8.0,95.5,6,0,Medium,70.55,Medium,4615.64,1.86,6.21,0.1384,0.883,0
EMP0877,42,Male,Bachelor's,Marketing,Junior,14,56094.0,56,9,193,14,15,3,8.2,94.2,13,0,Medium,63.5,Medium,3739.6,0.64,5.6,0.0722,0.7908,0
EMP0878,50,Female,Bachelor's,HR,Lead,14,141615.0,76,1,216,0,12,4,5.7,77.4,14,0,Medium,60.16,Medium,9441.0,0.07,38.0,0.0,0.7086,1
EMP0879,42,Female,Master's,Finance,Mid,16,73218.0,45,2,219,36,14,4,3.3,83.4,14,0,High,46.07,Low,4306.94,0.13,15.0,0.1636,0.5676,0
EMP0880,45,Male,Master's,Operations,Manager,7,137446.0,76,10,184,0,17,5,5.5,84.7,7,1,Low,79.37,High,17180.75,1.25,6.91,0.0,0.7318,1
EMP0881,25,Male,Master's,Marketing,Junior,2,43348.0,18,11,143,34,2,3,7.3,94.5,0,0,Medium,53.34,Medium,14449.33,11.0,1.5,0.2361,0.651,0
EMP0882,54,Male,Master's,Support,Lead,17,133562.0,91,14,211,31,4,4,6.4,87.1,16,1,Medium,67.62,Medium,7420.11,0.82,6.07,0.1462,0.8134,1
EMP0883,39,Male,Bachelor's,HR,Manager,8,147399.0,56,11,216,31,0,4,6.8,89.3,7,1,Medium,63.17,Medium,16377.67,1.38,4.67,0.1429,0.7292,1
EMP0884,27,Female,Master's,Sales,Mid,5,43755.0,63,4,162,6,9,3,5.7,78.3,3,0,Medium,57.94,Medium,7292.5,1.0,12.6,0.0368,0.6732,0
EMP0885,52,Female,Bachelor's,Engineering,Junior,23,67107.0,27,7,172,35,9,1,8.0,100.0,23,1,High,45.51,Low,2796.12,0.29,3.38,0.2023,0.721,0
EMP0886,49,Male,Bachelor's,Sales,Senior,23,128175.0,57,9,142,23,0,5,7.0,90.6,22,1,Medium,71.75,Medium,5340.62,0.39,5.7,0.1608,0.7434,1
EMP0887,24,Female,Bachelor's,Finance,Mid,0,59979.0,10,19,204,16,13,3,7.4,94.0,0,0,Medium,68.75,Medium,59979.0,19.0,0.5,0.078,0.628,0
EMP0888,29,Male,Bachelor's,HR,Manager,4,125563.0,90,11,202,27,0,4,6.7,85.7,1,0,Low,75.0,High,25112.6,5.5,7.5,0.133,0.8138,1
EMP0889,22,Male,PhD,Marketing,Mid,0,57254.0,77,13,141,13,15,4,7.3,84.8,0,1,Low,81.39,High,57254.0,13.0,5.5,0.0915,0.7892,0
EMP0890,32,Male,Bachelor's,HR,Junior,7,33154.0,50,14,196,11,14,1,7.2,100.0,5,0,Medium,54.78,Medium,4144.25,2.33,3.33,0.0558,0.766,0
EMP0891,25,Male,Bachelor's,Operations,Junior,0,44862.0,85,7,172,11,16,5,5.1,74.7,0,0,Medium,69.09,Medium,44862.0,7.0,10.62,0.0636,0.7068,0
EMP0892,48,Male,Master's,Finance,Senior,19,95152.0,83,19,183,22,2,5,7.1,92.2,15,1,Low,86.33,High,4757.6,1.19,4.15,0.1196,0.8308,1
EMP0893,41,Female,Master's,Engineering,Manager,13,146193.0,20,13,157,24,17,4,7.7,80.3,9,1,Medium,62.83,Medium,10442.36,1.3,1.43,0.1519,0.6122,1
EMP0894,59,Female,Bachelor's,Engineering,Junior,28,61737.0,14,17,205,9,10,4,8.2,86.8,26,0,Medium,74.6,High,2128.86,0.63,0.78,0.0437,0.6352,0
EMP0895,50,Male,Bachelor's,HR,Senior,16,94828.0,32,15,172,9,17,4,7.1,84.9,12,0,Medium,71.36,Medium,5578.12,1.15,2.0,0.052,0.6486,1
EMP0896,45,Female,Bachelor's,Marketing,Manager,13,157489.0,10,12,207,37,13,4,5.1,82.1,13,1,Medium,58.5,Medium,11249.21,0.86,0.77,0.1779,0.5114,1
EMP0897,41,Female,Master's,Operations,Junior,9,46627.0,61,1,151,20,13,2,5.3,90.3,8,1,Medium,52.17,Medium,4662.7,0.11,30.5,0.1316,0.7032,0
EMP0898,24,Female,Bachelor's,Finance,Junior,3,34126.0,57,12,187,34,0,4,5.8,71.69500000000001,2,1,Medium,64.26,Medium,8531.5,4.0,4.38,0.1809,0.6318,0
EMP0899,24,Female,Bachelor's,Operations,Senior,1,72038.0,58,3,164,13,13,3,6.8,87.5,0,1,Medium,58.19,Medium,36019.0,3.0,14.5,0.0788,0.728,1
EMP0900,45,Male,Bachelor's,Finance,Senior,19,87826.0,16,12,217,11,8,4,6.3,89.3,16,1,Medium,64.35,Medium,4391.3,0.71,1.23,0.0505,0.5942,1
EMP0901,22,Female,Master's,Marketing,Junior,0,26131.46,92,14,184,11,16,4,4.8,79.1,0,0,Medium,72.1,Medium,26131.46,14.0,6.13,0.0595,0.7364,0
EMP0902,23,Female,Bachelor's,Finance,Lead,0,100895.0,97,11,197,21,13,2,4.8,100.0,0,1,Medium,57.63,Medium,100895.0,11.0,8.08,0.1061,0.835,1
